DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
19K663,School of the Future Brooklyn,2019-20,172,0,0,0,0,0,0,0,37,57,78,0,0,0,0,94,0.547,78,0.453,3,0.017,108,0.628,50,0.291,3,0.017,8,0.047,61,0.355,26,0.151,Above 95%,Above 95%,94.40%
19K677,East New York Elementary School of Excellence,2019-20,500,48,69,80,69,76,86,72,0,0,0,0,0,0,0,245,0.49,255,0.51,30,0.06,242,0.484,206,0.412,20,0.04,2,0.004,99,0.198,66,0.132,465,93.00%,93.40%
19K678,East New York Middle School of Excellence,2019-20,260,0,0,0,0,0,0,0,91,89,80,0,0,0,0,118,0.454,142,0.546,7,0.027,136,0.523,106,0.408,4,0.015,7,0.027,72,0.277,30,0.115,Above 95%,Above 95%,91.90%
19K683,School for Classics High School,2019-20,264,0,0,0,0,0,0,0,0,0,0,58,70,54,82,140,0.53,124,0.47,33,0.125,107,0.405,104,0.394,9,0.034,11,0.042,53,0.201,74,0.28,230,87.10%,90.90%
19K760,Highland Park Community School,2019-20,363,0,0,0,0,0,0,0,128,114,121,0,0,0,0,173,0.477,190,0.523,12,0.033,38,0.105,296,0.815,11,0.03,6,0.017,70,0.193,53,0.146,324,89.30%,83.90%
19K764,The Urban Assembly School for Collaborative Health,2019-20,335,0,0,0,0,0,0,0,0,0,0,96,100,79,60,205,0.612,130,0.388,43,0.128,112,0.334,151,0.451,16,0.048,13,0.039,41,0.122,50,0.149,262,78.20%,80.40%
19K907,Legacy School of the Arts,2019-20,122,0,0,0,0,0,0,0,73,49,0,0,0,0,0,66,0.541,56,0.459,4,0.033,76,0.623,39,0.32,2,0.016,1,0.008,31,0.254,5,0.041,110,90.20%,88.20%
20K030,P.S./I.S. 30 Mary White Ovington,2019-20,974,0,93,73,95,102,100,107,158,113,133,0,0,0,0,467,0.479,507,0.521,214,0.22,8,0.008,329,0.338,17,0.017,406,0.417,202,0.207,186,0.191,783,80.40%,77.50%
20K048,P.S. 048 Mapleton,2019-20,569,18,102,97,101,80,97,74,0,0,0,0,0,0,0,287,0.504,282,0.496,230,0.404,5,0.009,182,0.32,9,0.016,143,0.251,121,0.213,156,0.274,429,75.40%,80.40%
20K062,J.H.S. 062 Ditmas,2019-20,"1,173",0,0,0,0,0,0,0,380,398,395,0,0,0,0,552,0.471,621,0.529,425,0.362,188,0.16,394,0.336,14,0.012,152,0.13,213,0.182,252,0.215,1019,86.90%,84.90%
20K069,P.S. 69 Vincent D. Grippo School,2019-20,772,0,133,132,149,120,117,121,0,0,0,0,0,0,0,371,0.481,401,0.519,695,0.9,5,0.006,36,0.047,1,0.001,35,0.045,98,0.127,340,0.44,Above 95%,Above 95%,90.20%
20K102,P.S. 102 The Bayview,2019-20,"1,405",0,239,234,241,232,228,231,0,0,0,0,0,0,0,672,0.478,733,0.522,241,0.172,24,0.017,397,0.283,48,0.034,695,0.495,289,0.206,186,0.132,868,61.80%,61.00%
20K104,P.S./I.S. 104 The Fort Hamilton School,2019-20,"1,222",0,126,121,122,128,127,118,143,172,165,0,0,0,0,571,0.467,651,0.533,244,0.2,49,0.04,320,0.262,41,0.034,568,0.465,186,0.152,139,0.114,731,59.80%,55.90%
20K105,P.S. 105 The Blythebourne,2019-20,"1,382",0,246,209,265,235,201,226,0,0,0,0,0,0,0,642,0.465,740,0.535,"1,277",0.924,3,0.002,63,0.046,1,0.001,38,0.027,122,0.088,572,0.414,1231,89.10%,92.60%
20K112,P.S. 112 Lefferts Park,2019-20,727,18,124,116,129,121,119,100,0,0,0,0,0,0,0,326,0.448,401,0.552,270,0.371,7,0.01,264,0.363,2,0.003,184,0.253,128,0.176,149,0.205,496,68.20%,72.90%
20K127,P.S. 127 Mckinley Park,2019-20,517,0,90,82,89,92,79,85,0,0,0,0,0,0,0,250,0.484,267,0.516,204,0.395,2,0.004,121,0.234,7,0.014,183,0.354,113,0.219,114,0.221,388,75.00%,65.70%
20K160,P.S. 160 William T. Sampson,2019-20,"1,234",0,205,193,220,188,212,216,0,0,0,0,0,0,0,589,0.477,645,0.523,"1,100",0.891,1,0.001,82,0.066,4,0.003,47,0.038,171,0.139,683,0.553,1086,88.00%,92.80%
20K163,P.S. 163 Bath Beach,2019-20,633,0,76,73,63,65,63,70,71,82,70,0,0,0,0,308,0.487,325,0.513,189,0.299,7,0.011,232,0.367,1,0.002,204,0.322,131,0.207,127,0.201,508,80.30%,77.40%
20K164,P.S. 164 Caesar Rodney,2019-20,674,34,93,91,127,126,98,105,0,0,0,0,0,0,0,342,0.507,332,0.493,293,0.435,3,0.004,288,0.427,7,0.01,83,0.123,126,0.187,97,0.144,562,83.40%,89.10%
20K170,Ralph A. Fabrizio School,2019-20,"1,019",0,156,149,211,177,156,170,0,0,0,0,0,0,0,474,0.465,545,0.535,588,0.577,4,0.004,179,0.176,11,0.011,237,0.233,148,0.145,323,0.317,920,90.30%,82.20%
20K176,P.S. 176 Ovington,2019-20,"1,224",0,175,182,208,202,214,243,0,0,0,0,0,0,0,588,0.48,636,0.52,843,0.689,9,0.007,233,0.19,12,0.01,127,0.104,152,0.124,291,0.238,1043,85.20%,81.40%
20K179,P.S. 179 Kensington,2019-20,807,36,124,114,125,144,123,141,0,0,0,0,0,0,0,414,0.513,393,0.487,455,0.564,31,0.038,192,0.238,9,0.011,120,0.149,115,0.143,331,0.41,666,82.50%,88.10%
20K180,The SEEALL Academy,2019-20,"1,072",18,87,80,86,106,90,107,179,174,145,0,0,0,0,510,0.476,562,0.524,475,0.443,12,0.011,325,0.303,16,0.015,244,0.228,190,0.177,275,0.257,947,88.30%,84.20%
20K185,P.S. 185 Walter Kassenbrock,2019-20,643,0,121,109,106,98,102,107,0,0,0,0,0,0,0,321,0.499,322,0.501,44,0.068,5,0.008,134,0.208,25,0.039,435,0.677,116,0.18,47,0.073,260,40.40%,41.00%
20K186,P.S. 186 Dr. Irving A Gladstone,2019-20,"1,118",0,180,183,207,191,158,199,0,0,0,0,0,0,0,563,0.504,555,0.496,443,0.396,5,0.004,308,0.275,11,0.01,351,0.314,174,0.156,346,0.309,811,72.50%,75.80%
20K187,The Christa McAuliffe School\I.S. 187,2019-20,982,0,0,0,0,0,0,0,306,348,328,0,0,0,0,516,0.525,466,0.475,716,0.729,16,0.016,67,0.068,7,0.007,176,0.179,109,0.111,34,0.035,611,62.20%,59.50%
20K192,P.S. 192 - The Magnet School for Math and Science,2019-20,642,33,73,65,73,62,82,84,50,61,59,0,0,0,0,324,0.505,318,0.495,109,0.17,15,0.023,296,0.461,4,0.006,218,0.34,141,0.22,167,0.26,537,83.60%,88.40%
20K200,P.S. 200 Benson School,2019-20,"1,335",20,210,241,247,219,200,198,0,0,0,0,0,0,0,640,0.479,695,0.521,454,0.34,5,0.004,286,0.214,18,0.013,572,0.428,183,0.137,347,0.26,1111,83.20%,78.70%
20K201,J.H.S. 201 The Dyker Heights,2019-20,"1,743",0,0,0,0,0,0,0,584,584,575,0,0,0,0,810,0.465,933,0.535,957,0.549,7,0.004,272,0.156,9,0.005,498,0.286,224,0.129,153,0.088,1273,73.00%,66.10%
20K204,P.S. 204 Vince Lombardi,2019-20,"1,114",18,174,174,184,185,176,203,0,0,0,0,0,0,0,515,0.462,599,0.538,596,0.535,5,0.004,225,0.202,7,0.006,281,0.252,199,0.179,134,0.12,804,72.20%,66.50%
20K205,P.S. 205 Clarion,2019-20,"1,297",59,195,190,220,201,213,219,0,0,0,0,0,0,0,673,0.519,624,0.481,754,0.581,20,0.015,283,0.218,7,0.005,233,0.18,250,0.193,236,0.182,883,68.10%,74.70%
20K220,J.H.S. 220 John J. Pershing,2019-20,"1,494",0,0,0,0,0,0,0,461,523,510,0,0,0,0,689,0.461,805,0.539,749,0.501,11,0.007,656,0.439,9,0.006,69,0.046,249,0.167,416,0.278,1289,86.30%,90.70%
20K223,J.H.S. 223 The Montauk,2019-20,892,0,0,0,0,0,0,0,285,311,296,0,0,0,0,394,0.442,498,0.558,484,0.543,24,0.027,263,0.295,8,0.009,113,0.127,144,0.161,225,0.252,Above 95%,Above 95%,90.80%
20K227,J.H.S. 227 Edward B. Shallow,2019-20,"1,637",0,0,0,0,0,0,0,514,521,602,0,0,0,0,722,0.441,915,0.559,914,0.558,8,0.005,523,0.319,6,0.004,186,0.114,260,0.159,364,0.222,1471,89.90%,84.50%
20K229,P.S. 229 Dyker,2019-20,"1,252",35,122,153,143,140,130,143,137,122,127,0,0,0,0,622,0.497,630,0.503,763,0.609,16,0.013,173,0.138,15,0.012,285,0.228,187,0.149,136,0.109,761,60.80%,52.60%
20K247,P.S. 247 Brooklyn,2019-20,853,0,125,125,151,145,149,158,0,0,0,0,0,0,0,436,0.511,417,0.489,456,0.535,5,0.006,106,0.124,4,0.005,282,0.331,163,0.191,218,0.256,556,65.20%,70.70%
20K259,J.H.S. 259 William McKinley,2019-20,"1,864",0,0,0,0,0,0,0,601,626,637,0,0,0,0,881,0.473,983,0.527,881,0.473,15,0.008,367,0.197,17,0.009,584,0.313,246,0.132,186,0.1,1454,78.00%,74.40%
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2019-20,461,0,78,76,78,65,78,86,0,0,0,0,0,0,0,228,0.495,233,0.505,48,0.104,13,0.028,147,0.319,7,0.015,246,0.534,103,0.223,64,0.139,297,64.40%,61.30%
20K310,The School For Future Leaders,2019-20,436,0,105,74,78,54,64,61,0,0,0,0,0,0,0,215,0.493,221,0.507,374,0.858,0,0,44,0.101,1,0.002,17,0.039,56,0.128,196,0.45,405,92.90%,88.10%
20K445,New Utrecht High School,2019-20,"3,480",0,0,0,0,0,0,0,0,0,0,"1,142",905,702,731,"1,514",0.435,"1,966",0.565,"1,406",0.404,94,0.027,"1,121",0.322,29,0.008,830,0.239,556,0.16,667,0.192,2820,81.00%,81.60%
20K485,High School of Telecommunication Arts and Technolo,2019-20,"1,225",0,0,0,0,0,0,0,0,0,0,344,306,307,268,508,0.415,717,0.585,304,0.248,64,0.052,579,0.473,35,0.029,243,0.198,231,0.189,95,0.078,928,75.80%,76.60%
20K490,Fort Hamilton High School,2019-20,"4,657",0,0,0,0,0,0,0,0,0,0,"1,296","1,294","1,102",965,"2,214",0.475,"2,443",0.525,"1,325",0.285,114,0.024,"1,484",0.319,97,0.021,"1,637",0.352,683,0.147,690,0.148,3343,71.80%,74.60%
20K503,P.S. 503: The School of Discovery,2019-20,941,0,137,147,154,159,178,166,0,0,0,0,0,0,0,474,0.504,467,0.496,184,0.196,5,0.005,697,0.741,4,0.004,51,0.054,228,0.242,510,0.542,882,93.70%,92.60%
20K505,Franklin Delano Roosevelt High School,2019-20,"3,300",0,0,0,0,0,0,0,0,0,0,976,"1,042",582,700,"1,356",0.411,"1,944",0.589,"1,203",0.365,334,0.101,"1,192",0.361,39,0.012,532,0.161,499,0.151,947,0.287,2650,80.30%,86.60%
20K506,P.S. 506: The School of Journalism & Technology,2019-20,737,0,102,108,132,138,131,126,0,0,0,0,0,0,0,369,0.501,368,0.499,213,0.289,7,0.009,486,0.659,4,0.005,27,0.037,171,0.232,219,0.297,698,94.70%,92.30%
20K609,Urban Assembly School for Criminal Justice,2019-20,559,0,0,0,0,0,0,0,86,72,75,91,93,76,66,559,1,0,0,284,0.508,64,0.114,105,0.188,13,0.023,93,0.166,76,0.136,72,0.129,492,88.00%,87.90%
20K682,The Academy of Talented Scholars,2019-20,419,0,61,71,68,59,80,80,0,0,0,0,0,0,0,191,0.456,228,0.544,108,0.258,13,0.031,38,0.091,6,0.014,254,0.606,107,0.255,69,0.165,192,45.80%,47.50%
20K686,Brooklyn School of Inquiry,2019-20,534,0,50,58,63,63,64,62,63,55,56,0,0,0,0,272,0.509,262,0.491,118,0.221,30,0.056,20,0.037,19,0.036,347,0.65,39,0.073,47,0.088,150,28.10%,30.70%
20K748,P.S. 748 Brooklyn School for Global Scholars,2019-20,504,0,71,86,99,94,71,83,0,0,0,0,0,0,0,245,0.486,259,0.514,192,0.381,6,0.012,137,0.272,8,0.016,161,0.319,76,0.151,72,0.143,387,76.80%,70.80%
20K768,District 20 Pre-K Center,2019-20,"1,328","1,328",0,0,0,0,0,0,0,0,0,0,0,0,0,649,0.489,679,0.511,604,0.455,19,0.014,388,0.292,8,0.006,309,0.233,150,0.113,0,0,817,61.50%,68.80%
20K971,"School of Math, Science, and Healthy Living",2019-20,312,0,47,55,42,59,48,61,0,0,0,0,0,0,0,162,0.519,150,0.481,139,0.446,2,0.006,142,0.455,0,0,29,0.093,52,0.167,146,0.468,281,90.10%,85.90%
21K090,P.S. 90 Edna Cohen School,2019-20,590,65,89,74,98,91,89,84,0,0,0,0,0,0,0,291,0.493,299,0.507,74,0.125,119,0.202,313,0.531,14,0.024,70,0.119,95,0.161,121,0.205,491,83.20%,89.20%
21K095,P.S. 095 The Gravesend,2019-20,992,18,116,138,135,118,135,115,97,64,56,0,0,0,0,485,0.489,507,0.511,366,0.369,66,0.067,331,0.334,12,0.012,217,0.219,170,0.171,117,0.118,726,73.20%,78.20%
21K096,I.S. 096 Seth Low,2019-20,835,0,0,0,0,0,0,0,268,283,284,0,0,0,0,398,0.477,437,0.523,254,0.304,64,0.077,248,0.297,10,0.012,259,0.31,160,0.192,221,0.265,634,75.90%,79.50%
21K097,P.S. 97 The Highlawn,2019-20,746,0,117,114,125,135,132,123,0,0,0,0,0,0,0,353,0.473,393,0.527,377,0.505,11,0.015,161,0.216,8,0.011,189,0.253,125,0.168,221,0.296,510,68.40%,72.40%
21K098,I.S. 98 Bay Academy,2019-20,"1,601",0,0,0,0,0,0,0,546,547,508,0,0,0,0,848,0.53,753,0.47,467,0.292,40,0.025,142,0.089,65,0.041,887,0.554,159,0.099,15,0.009,853,53.30%,52.20%
21K099,P.S. 099 Isaac Asimov,2019-20,890,36,96,94,108,92,99,111,90,86,78,0,0,0,0,442,0.497,448,0.503,386,0.434,59,0.066,146,0.164,7,0.008,292,0.328,120,0.135,225,0.253,666,74.80%,81.00%
21K100,P.S. 100 The Coney Island School,2019-20,832,35,149,134,140,136,114,124,0,0,0,0,0,0,0,409,0.492,423,0.508,28,0.034,22,0.026,52,0.063,11,0.013,719,0.864,136,0.163,185,0.222,437,52.50%,48.80%
21K101,P.S. 101 The Verrazano,2019-20,927,0,161,151,155,151,153,156,0,0,0,0,0,0,0,429,0.463,498,0.537,489,0.528,11,0.012,138,0.149,13,0.014,276,0.298,230,0.248,220,0.237,615,66.30%,69.10%
21K121,P.S. 121 Nelson A. Rockefeller,2019-20,333,0,35,34,39,40,31,51,42,26,35,0,0,0,0,150,0.45,183,0.55,66,0.198,15,0.045,140,0.42,4,0.012,108,0.324,89,0.267,72,0.216,264,79.30%,76.70%
21K128,P.S. 128 Bensonhurst,2019-20,456,0,72,64,63,81,86,90,0,0,0,0,0,0,0,206,0.452,250,0.548,121,0.265,3,0.007,105,0.23,7,0.015,220,0.482,83,0.182,197,0.432,387,84.90%,78.60%
21K153,P.S. 153 Homecrest,2019-20,585,65,89,94,82,100,74,81,0,0,0,0,0,0,0,281,0.48,304,0.52,151,0.258,9,0.015,201,0.344,25,0.043,199,0.34,114,0.195,154,0.263,441,75.40%,80.10%
21K177,P.S. 177 The Marlboro,2019-20,985,72,158,136,152,154,162,151,0,0,0,0,0,0,0,496,0.504,489,0.496,315,0.32,12,0.012,288,0.292,14,0.014,356,0.361,181,0.184,326,0.331,746,75.70%,79.40%
21K188,P.S. 188 Michael E. Berdy,2019-20,344,29,47,41,45,62,60,60,0,0,0,0,0,0,0,166,0.483,178,0.517,17,0.049,166,0.483,132,0.384,10,0.029,19,0.055,94,0.273,27,0.078,314,91.30%,93.30%
21K199,P.S. 199 Frederick Wachtel,2019-20,571,36,96,86,83,96,89,85,0,0,0,0,0,0,0,273,0.478,298,0.522,131,0.229,37,0.065,121,0.212,11,0.019,271,0.475,130,0.228,147,0.257,471,82.50%,81.40%
21K209,P.S. 209 Margaret Mead,2019-20,742,30,87,85,81,75,88,97,60,69,70,0,0,0,0,355,0.478,387,0.522,219,0.295,22,0.03,203,0.274,12,0.016,286,0.385,195,0.263,174,0.235,566,76.30%,73.20%
21K212,P.S. 212 Lady Deborah Moody,2019-20,694,54,110,117,112,92,92,117,0,0,0,0,0,0,0,351,0.506,343,0.494,234,0.337,79,0.114,255,0.367,9,0.013,117,0.169,177,0.255,148,0.213,589,84.90%,83.90%
21K215,P.S. 215 Morris H. Weiss,2019-20,827,35,125,137,123,130,133,144,0,0,0,0,0,0,0,414,0.501,413,0.499,223,0.27,8,0.01,220,0.266,9,0.011,367,0.444,130,0.157,171,0.207,582,70.40%,69.00%
21K216,P.S. 216 Arturo Toscanini,2019-20,765,82,127,114,110,113,112,107,0,0,0,0,0,0,0,399,0.522,366,0.478,212,0.277,21,0.027,142,0.186,12,0.016,378,0.494,145,0.19,182,0.238,570,74.50%,71.70%
21K225,P.S. K225 - The Eileen E. Zaglin,2019-20,"1,005",45,94,103,82,82,103,97,140,129,130,0,0,0,0,450,0.448,555,0.552,208,0.207,22,0.022,344,0.342,11,0.011,420,0.418,195,0.194,356,0.354,819,81.50%,85.20%
21K226,P.S. 226 Alfred De B. Mason,2019-20,"1,029",52,102,97,107,110,103,123,102,100,133,0,0,0,0,488,0.474,541,0.526,299,0.291,16,0.016,316,0.307,19,0.018,379,0.368,192,0.187,273,0.265,833,81.00%,78.20%
21K228,I.S. 228 David A. Boody,2019-20,"1,498",0,0,0,0,0,0,0,503,514,481,0,0,0,0,685,0.457,813,0.543,452,0.302,72,0.048,335,0.224,16,0.011,623,0.416,218,0.146,185,0.123,1144,76.40%,70.80%
21K238,P.S. 238 Anne Sullivan,2019-20,605,63,71,56,76,55,69,49,51,61,54,0,0,0,0,306,0.506,299,0.494,135,0.223,15,0.025,293,0.484,7,0.012,155,0.256,124,0.205,243,0.402,513,84.80%,88.30%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2019-20,"1,345",0,0,0,0,0,0,0,469,450,426,0,0,0,0,754,0.561,591,0.439,376,0.28,82,0.061,97,0.072,107,0.08,683,0.508,189,0.141,16,0.012,506,37.60%,38.20%
21K253,P.S. 253,2019-20,944,36,152,152,158,146,137,163,0,0,0,0,0,0,0,410,0.434,534,0.566,347,0.368,6,0.006,337,0.357,14,0.015,240,0.254,159,0.168,202,0.214,781,82.70%,88.80%
21K281,I.S. 281 Joseph B Cavallaro,2019-20,"1,259",0,0,0,0,0,0,0,408,413,438,0,0,0,0,603,0.479,656,0.521,517,0.411,83,0.066,297,0.236,8,0.006,354,0.281,232,0.184,215,0.171,1050,83.40%,77.40%
21K288,P.S. 288 The Shirley Tanyhill,2019-20,578,29,64,63,64,57,70,66,62,59,44,0,0,0,0,281,0.486,297,0.514,12,0.021,356,0.616,187,0.324,1,0.002,22,0.038,170,0.294,23,0.04,542,93.80%,Above 95%
21K303,I.S. 303 Herbert S. Eisenberg,2019-20,573,0,0,0,0,0,0,0,184,206,183,0,0,0,0,300,0.524,273,0.476,131,0.229,74,0.129,211,0.368,5,0.009,152,0.265,82,0.143,92,0.161,454,79.20%,83.90%
21K329,P.S. 329 Surfside,2019-20,379,40,51,66,55,57,46,64,0,0,0,0,0,0,0,185,0.488,194,0.512,17,0.045,233,0.615,106,0.28,6,0.016,17,0.045,111,0.293,13,0.034,Above 95%,Above 95%,Above 95%
21K337,International High School at Lafayette,2019-20,365,0,0,0,0,0,0,0,0,0,0,123,68,79,95,153,0.419,212,0.581,100,0.274,12,0.033,157,0.43,3,0.008,93,0.255,7,0.019,322,0.882,316,86.60%,Above 95%
21K344,Rachel Carson High School for Coastal Studies,2019-20,619,0,0,0,0,0,0,0,0,0,0,168,164,148,139,277,0.447,342,0.553,123,0.199,71,0.115,121,0.195,18,0.029,286,0.462,101,0.163,121,0.195,462,74.60%,83.50%
21K348,High School of Sports Management,2019-20,269,0,0,0,0,0,0,0,0,0,0,81,49,72,67,58,0.216,211,0.784,29,0.108,94,0.349,100,0.372,8,0.03,38,0.141,61,0.227,45,0.167,197,73.20%,84.40%
21K410,Abraham Lincoln High School,2019-20,"1,837",0,0,0,0,0,0,0,0,0,0,619,486,380,352,765,0.416,"1,072",0.584,276,0.15,774,0.421,473,0.257,30,0.016,284,0.155,317,0.173,251,0.137,1539,83.80%,83.50%
21K468,Kingsborough Early College School,2019-20,704,0,0,0,0,0,0,0,111,104,86,112,109,92,90,336,0.477,368,0.523,53,0.075,180,0.256,235,0.334,21,0.03,215,0.305,127,0.18,16,0.023,492,69.90%,68.80%
21K525,Edward R. Murrow High School,2019-20,"3,560",0,0,0,0,0,0,0,0,0,0,"1,062","1,016",705,777,"2,029",0.57,"1,531",0.43,955,0.268,706,0.198,673,0.189,163,0.046,"1,063",0.299,663,0.186,312,0.088,2310,64.90%,65.80%
21K540,John Dewey High School,2019-20,"2,199",0,0,0,0,0,0,0,0,0,0,614,582,498,505,"1,117",0.508,"1,082",0.492,640,0.291,644,0.293,552,0.251,39,0.018,324,0.147,291,0.132,397,0.181,1791,81.40%,82.30%
21K559,Life Academy High School for Film and Music,2019-20,278,0,0,0,0,0,0,0,0,0,0,74,75,71,58,152,0.547,126,0.453,36,0.129,83,0.299,115,0.414,4,0.014,40,0.144,60,0.216,40,0.144,233,83.80%,84.10%
21K572,Leaders High School,2019-20,387,0,0,0,0,0,0,0,0,0,0,104,96,89,98,181,0.468,206,0.532,61,0.158,70,0.181,147,0.38,16,0.041,93,0.24,81,0.209,56,0.145,295,76.20%,77.20%
21K620,William E. Grady Career and Technical Education Hi,2019-20,453,0,0,0,0,0,0,0,0,0,0,184,127,69,73,120,0.265,333,0.735,23,0.051,230,0.508,123,0.272,9,0.02,68,0.15,171,0.377,36,0.079,397,87.60%,84.00%
21K690,Brooklyn Studio Secondary School,2019-20,926,0,0,0,0,0,0,0,107,118,109,210,129,173,80,446,0.482,480,0.518,198,0.214,28,0.03,278,0.3,20,0.022,402,0.434,192,0.207,146,0.158,727,78.50%,77.50%
21K728,Liberation Diploma Plus,2019-20,223,0,0,0,0,0,0,0,0,0,0,72,76,33,42,104,0.466,119,0.534,8,0.036,95,0.426,90,0.404,5,0.022,25,0.112,87,0.39,12,0.054,189,84.80%,88.50%
21K840,Brooklyn's Daily Discovery Pre-K Center,2019-20,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0.452,167,0.548,72,0.236,15,0.049,90,0.295,9,0.03,119,0.39,52,0.17,0,0,168,55.10%,62.60%
22K014,J.H.S. 014 Shell Bank,2019-20,533,0,0,0,0,0,0,0,175,172,186,0,0,0,0,229,0.43,304,0.57,89,0.167,184,0.345,90,0.169,11,0.021,159,0.298,119,0.223,121,0.227,474,88.90%,84.50%
22K052,P.S. 052 Sheepshead Bay,2019-20,803,72,131,111,128,102,130,129,0,0,0,0,0,0,0,390,0.486,413,0.514,135,0.168,104,0.13,116,0.144,12,0.015,436,0.543,116,0.144,204,0.254,608,75.70%,71.30%
22K078,J.H.S. 078 Roy H. Mann,2019-20,548,0,0,0,0,0,0,0,165,188,195,0,0,0,0,251,0.458,297,0.542,33,0.06,344,0.628,76,0.139,13,0.024,82,0.15,146,0.266,28,0.051,373,68.10%,66.30%
22K109,P.S. 109,2019-20,516,29,36,47,49,53,54,61,62,66,59,0,0,0,0,238,0.461,278,0.539,14,0.027,391,0.758,87,0.169,13,0.025,11,0.021,141,0.273,47,0.091,440,85.30%,77.00%
22K119,P.S. 119 Amersfort,2019-20,434,36,48,60,48,81,89,72,0,0,0,0,0,0,0,216,0.498,218,0.502,93,0.214,242,0.558,65,0.15,13,0.03,21,0.048,63,0.145,38,0.088,329,75.80%,71.20%
22K134,P.S. K134,2019-20,608,0,102,116,86,101,100,103,0,0,0,0,0,0,0,298,0.49,310,0.51,280,0.461,19,0.031,47,0.077,11,0.018,251,0.413,85,0.14,74,0.122,516,84.90%,82.00%
22K139,P.S. 139 Alexine A. Fenty,2019-20,896,72,128,132,150,146,135,133,0,0,0,0,0,0,0,432,0.482,464,0.518,162,0.181,199,0.222,382,0.426,41,0.046,112,0.125,150,0.167,123,0.137,675,75.30%,72.90%
22K152,School of Science & Technology,2019-20,595,36,81,90,77,104,105,102,0,0,0,0,0,0,0,279,0.469,316,0.531,54,0.091,342,0.575,168,0.282,13,0.022,18,0.03,125,0.21,91,0.153,488,82.00%,83.60%
22K193,P.S. 193 Gil Hodges,2019-20,652,18,109,93,110,94,115,113,0,0,0,0,0,0,0,326,0.5,326,0.5,109,0.167,244,0.374,91,0.14,61,0.094,147,0.225,134,0.206,121,0.186,489,75.00%,68.10%
22K194,P.S. 194 Raoul Wallenberg,2019-20,545,59,80,73,74,98,73,88,0,0,0,0,0,0,0,275,0.505,270,0.495,83,0.152,251,0.461,100,0.183,5,0.009,106,0.194,160,0.294,61,0.112,483,88.60%,91.00%
22K195,P.S. 195 Manhattan Beach,2019-20,486,16,72,79,78,78,88,75,0,0,0,0,0,0,0,252,0.519,234,0.481,9,0.019,6,0.012,8,0.016,4,0.008,459,0.944,35,0.072,77,0.158,140,28.80%,28.40%
22K197,P.S. 197 - The Kings Highway Academy,2019-20,857,72,159,177,124,96,110,119,0,0,0,0,0,0,0,438,0.511,419,0.489,192,0.224,68,0.079,85,0.099,15,0.018,497,0.58,138,0.161,273,0.319,575,67.10%,71.00%
22K198,P.S. 198 Brooklyn,2019-20,391,26,46,72,59,57,59,72,0,0,0,0,0,0,0,203,0.519,188,0.481,10,0.026,330,0.844,40,0.102,5,0.013,6,0.015,88,0.225,5,0.013,312,79.80%,73.80%
22K203,P.S. 203 Floyd Bennett School,2019-20,605,81,75,80,78,111,89,91,0,0,0,0,0,0,0,296,0.489,309,0.511,58,0.096,440,0.727,61,0.101,21,0.035,25,0.041,151,0.25,36,0.06,411,67.90%,69.30%
22K206,P.S. 206 Joseph F Lamb,2019-20,"1,529",0,158,185,178,184,172,226,149,143,134,0,0,0,0,777,0.508,752,0.492,708,0.463,25,0.016,158,0.103,28,0.018,610,0.399,189,0.124,370,0.242,1051,68.70%,62.60%
22K207,P.S. 207 Elizabeth G. Leary,2019-20,"1,082",18,103,100,111,113,128,140,121,122,126,0,0,0,0,498,0.46,584,0.54,173,0.16,343,0.317,178,0.165,35,0.032,353,0.326,192,0.177,46,0.043,500,46.20%,42.50%
22K217,P.S. 217 Colonel David Marcus School,2019-20,"1,123",54,183,154,168,168,189,207,0,0,0,0,0,0,0,554,0.493,569,0.507,603,0.537,90,0.08,187,0.167,31,0.028,212,0.189,149,0.133,272,0.242,869,77.40%,80.50%
22K222,P.S. 222 Katherine R. Snyder,2019-20,860,0,141,124,148,144,147,156,0,0,0,0,0,0,0,397,0.462,463,0.538,185,0.215,113,0.131,155,0.18,28,0.033,379,0.441,204,0.237,104,0.121,418,48.60%,41.10%
22K234,J.H.S. 234 Arthur W. Cunningham,2019-20,"1,557",0,0,0,0,0,0,0,457,540,560,0,0,0,0,800,0.514,757,0.486,412,0.265,203,0.13,229,0.147,31,0.02,682,0.438,232,0.149,144,0.092,1133,72.80%,67.40%
22K236,P.S. 236 Mill Basin,2019-20,605,50,94,93,100,88,99,81,0,0,0,0,0,0,0,313,0.517,292,0.483,74,0.122,104,0.172,79,0.131,34,0.056,314,0.519,94,0.155,38,0.063,232,38.30%,35.30%
